username,tweet
radin_suwardi,"We're OPEN as normal during lock down. Operation hour  10am-8pm. Available for walk-in, pre-order (self collect) with SOP and We also make COD service to your place.😊   Stay safe ya guys! 😷  Check out my shop on Shopee! wady86:  https://t.co/qYvVWcyLJm #ShopeeMY"
gentlejoshi,☁️ no cod and shopee c/o ☁️ NO CANCELLATIONS ☁️ and please do not resell for a higher price for the sake of gaining profit from it !! since i lowered the prices naman many times na 🥺(unless there is a valid reason for you selling it)
deefgoods,"@Riyansupyans ‼️SALE HARI PANCASILA‼️ H&amp;M sisa export ONLY 155k! Tersedia di shopee, tentunya bisa free ongkir Xtra + COD ya! Grab it fast! Katalog Lengkap ⇉  https://t.co/bk7a9YVUM3 🌻  https://t.co/DxmVvsvFt5"
deefgoods,"@dwikimic ‼️SALE HARI PANCASILA‼️ H&amp;M sisa export ONLY 155k! Tersedia di shopee, tentunya bisa free ongkir Xtra + COD ya! Grab it fast! Katalog Lengkap ⇉  https://t.co/bk7a9YVUM3 🌻  https://t.co/3AYr5qLQgA"
deefgoods,"@kegblgnunfaedh ‼️SALE HARI PANCASILA‼️ H&amp;M sisa export ONLY 155k! Tersedia di shopee, tentunya bisa free ongkir Xtra + COD ya! Grab it fast! Katalog Lengkap ⇉  https://t.co/bk7a9YVUM3 🌻  https://t.co/2O26jzO3k4"
deefgoods,"@uttazt_ ‼️SALE HARI PANCASILA‼️ H&amp;M sisa export ONLY 155k! Tersedia di shopee, tentunya bisa free ongkir Xtra + COD ya! Grab it fast! Katalog Lengkap ⇉  https://t.co/bk7a9YVUM3 🌻  https://t.co/te7mcEQoFw"
aespaoutsold,wts lfb ph only  onhand ROSÉ -R- ktown 4U pob  ⌗ full COD via shopee ✿  ꔛ 330 php per pob set (3 pieces)  ⌗ the album blackpink lisa jennie jisoo summer diary sdih
drwnurly,"Alhamdulillah , lancar &amp; berkah untuk kita semua ,, terimakasih sdh order hari ini 🙂🙏  Cod Shopee Luar negri Dalam negri Cibinong jabar Mojoagung jatim @ Pesona Citayam Bogor  https://t.co/XfnxJhnK84"
cambamikay,nakulbaan ko kay naay shopee delivery nya wakoy gi order man may gani dili COD😂
menfesssyg,"Bisa"" nya ibu ku pesen panci di Shopee Cod tapi di tinggal keluar kota. Mana mahal pula hadeh.. syg!"
eternallyshop,"@Ddeuno9 pede poo, cod through shopee"
juynin,WTB PC DAZED JUYEON BY SHOPEE COD 🥺🥺🥺🥺
247coph,[HELP RT] I'm selling OFFICIAL GMMTV 2gether Sarawat Tine Nendoroid Plus Acrylic Stand for ₱695. COD enabled 💯 Get it on Shopee now! #2gether #bbrightvc #winmetawin  https://t.co/EwnmU67ISQ #ShopeePH  https://t.co/oqZrj4OzKH
thriftshopvi,Start 55.000 Under 100.000  Place : Kab.Sidoarjo  BCA / Gopay  Surabaya / Sidoarjo boleh COD   Beaumere Hoodie  untuk Detailnya bisa lihat di Shopee :  https://t.co/ypSQfM1L8m or  IG  https://t.co/w6t2BlgUwQ  #thrifting #thriftsurabaya #thrifthoodie  https://t.co/2tvBFFkHqq
thriftshopvi,"Haai, kalian mau cari crewneck atau Hoodie Thrift tapi gak mau panas-panasan hunting ? Boleh di intip nih , dijamin MURAH plus SUDAH DICUCI , jadi tinggal pake aja  Shopee :  https://t.co/ypSQfM1L8m  IG :  https://t.co/w6t2BlgUwQ Surabaya / Sidoarjo boleh COD  #thrift #thriftmurah  https://t.co/PR1h177DeX"
gentlejoshi,wts lfb day6 | ph  📎 tbou wonpil photocard - 80 php + 10 (toploader) + lsf  no cod and shopee c/o. jnt direct only. no rush shipping please !! ^^  https://t.co/YFtLCUUeoo
upfree_yms,"@txtdarigajelas hi semuanya! aku jual cimol isi keju cheddar, isi keju leleh, dan original ni. free 4 bumbu juga loh🤩   https://t.co/8kdt0t6gcy…  packing cimolnya divakum ya, jdnya aman. tahan 7 hari suhu ruang  📍Tigaraksa, Kab. Tangerang cod tigaraksa free ongkir 📌BISA VIA SHOPEE  https://t.co/RvOPGemqu8"
kpopluvvv_ph,| #Kpopluvvv_Onhand |  🍉 EARLY 6.6 SALE 🍉  Enhypen M2U Concept Photo and Sg 2021 Id  -yes po onhand -unofficial pero promise grabe texture niya parehong pareho sa official  ₱35 each  DOP: PAYO OR COD (FOR SHOPEE CHECKOUT ONLY)  MINE + LETTER   HELP RT POOO  https://t.co/OCIleZRKY4
arindrasalma,"Akhirnya ngerasain definisi ""Shopee COD, Shopee COD, datang langsung dibentak"""
_jnnrbyjncart,WTS / LFB   PH #jnnrbyjnonhands ✅Can do full COD thru SHOPEE ✅SHOPEE Checkout ✅Black &amp; White Available  ATEEZ FEVER PT. 1  ~ ₱250 ATEEZ FEVER PT. 2 ~ ₱250  🔖 Ateez fever pt 1 pt 2 Hongjoong Seonghwa Yunho Yeosang San Mingi Wooyoung Jongho Junyoung  https://t.co/uvueQQA8cb
jeyhiyukk,WTB/LFS  TWICE TASTE OF LOVE ALBUM COD SANA VIA SHOPEE HUHUHU
btxthypenweus,"✅ Xion - 3 ✅ Hwanwoong (close up) - 1 ✅ Unit (KH, LD, XN) - 2  ❌ OT6 ❌ Seoho ❌ Leedo ❌ Hwanwoong set  For those po na sh0pee c/o ang mod, pwede po to for cod :) but higher price lang po to cover shopee's fees 😊 dm me nalang if interested :)"
nabinings,"hi 🥽  feedbacks▪️#tynings onhands▪️#nabisales budols▪️#nabidol  ▫️ gcash, metrobank, cod ▫️ ggx, shopee c.o, sdd ▫️ 3 days reservation — onhands"
sleepissamood,"Imagine, you crying over a song that u play on yt then shopee COD song pop up on ur screen"
winter_unnie,"Please RT! Pasalo naman mali kasi na bigay ng supplier  Mark Tuan gotoon doll - 1,400 - Shopee checkout (COD) #GOT7 #BAMBAM #MarkTuan #Jinyoung #JacksonWang #Jaebum #youngjae #Yugyeom  https://t.co/JlG766M4Xn"
prettysavageph,#PrettySavagePH_ONHAND  💗OFFICIAL TREASURE EFFECT ALBUM UNSEALED ALL VER 🖤  ⚪️INCLUSIONS:  ✔️PHOTOBOOK ✔️CD ✔️OUTER CASE ✔️MAGNETIC BOX ✔️FOLDED POSTER  📅 DOP:upon ordering 💰 PRICE: 299.00  ONHAND na po ni supplier and ready to ship (can do shopee checkout and cod with fee)  https://t.co/4s7LHLZKRZ
seungloml,🛒. . . wts lfb | ph only !!  Lia Not shy pc   — 230 — may line siya sa gilid — bought for the same price  — can checkout on 6.6  mop: gcash / shopeepay / cod mod: shopee c/o  itzy cho lia pc poca photocard onhand
aprilflowerph,"WTS LFB  BTS X SMART PHOTOCARDS MEMBER SET: ₱250 / $6 2pcs, Set A &amp; B  Available sets: ☑️ RM ☑️ Jin ☑️ SUGA ☑️ J-HOPE ☑️ Jimin ☑️ V ☑️ Jungkook ☑️ OT7  Onhand, ready to ship MOP: BPI / Gcash / PayPal  Delivery: GGX COD, Shopee Open ww  Tags for sale official merch #AFPHONHAND  https://t.co/VCh1TYIcu7"
ajummerchph,✅ AVAILABLE IN COD THRU SHOPEE AND GGX. TRANSACTION FEES SHOULD BE PAID BY THE MINERS   💜💜💜💜
luvvskinn,@ketengahketepi Hawa ada buat postage &amp; boleh cod everyday ❤️  ✅ Zarzou ✅ Jelita KL ✅ Virgo Beauty  📍Puchong - USJ - Putra Heights - Seksyen 13-28 - Bukit Jelutong  🏠Self pickup: Puchong Permai &amp; U8 Bukit Jelutong  🌟 Loyalty card 🌟 Shopee free shipping   https://t.co/ZIwIhhxdqL  https://t.co/pLt9YOsTzs
jancatangui,@aqourius Pwede pong cod at shopee check out? 🥺
byface_,@faizulsuermann Hello lovelies! 🦋  READY STOCK❗ READY STOCK❗  Kayman Beauty JelitaKL  Zarzou Beauty Alluskin  Free shipping Shopee ⤵️  https://t.co/uf4sFK2Cz6  [SABAH]  https://t.co/2x87e5HO32  COD available  ☑️Subang jaya  ☑️Tawau  📱 https://t.co/4nxXqJ8lgW  https://t.co/C4wTx7xD3Z
byface_,@ketengahketepi Hello lovelies! 🦋  READY STOCK❗ READY STOCK❗  Kayman Beauty JelitaKL  Zarzou Beauty Alluskin  Free shipping Shopee ⤵️  https://t.co/uf4sFK2Cz6  [SABAH]  https://t.co/2x87e5HO32  COD available  ☑️Subang jaya  ☑️Tawau  📱 https://t.co/4nxXqJ8lgW  https://t.co/C4wTx7xD3Z
kookiet96086622,wtb / lfs  LOOKING FOR BTS TAEKOOK PC  -ONHAND - clean/mint -No to overpricing -Can do cod via shopee(willing to add for shopee fees)  Rm jin yoongi jhope jimin v jungkook Drop your offer  https://t.co/2Awr1ZIiM2
goldenmoonkshop,[INTEREST CHECK] BTS 2021 FESTA SOWOOZOO MINI PHOTOCARD SET TINGI  PRICE: Member Set (10PCS + 1 RANDOM UNIT CARD + SPECIAL CARD)  650PHP/MEMBER SET Pay as you order po🥺  https://t.co/gNNschov5y
arfyraco,"@_heartyjay If taktau nak beli apa boleh cuci mata dekat shopee kita hehe ada banyak local product alluskin, temyracle &amp; zarzou   Shop here  https://t.co/cweH7eViJR 📍COD Shah Alam | Cheras  ✅Redeem coins ✅Choose freegift ✅Free shipping (shopee) ✅Loyalty card 15% off"
nick0nuck,@jaelanyyy08 @ikankoki28 Bisa COD / Bayar di Tempat  ∆ Tokped  https://t.co/aihmnjvgZz   ∆ Shopee  https://t.co/mKehtOGYNH  https://t.co/yQKnVPfBM1
arfyraco,"@itsmeeeealiaa If taktau nak beli apa boleh cuci mata dekat shopee kita hehe ada banyak local product alluskin, temyracle &amp; zarzou  Shop here  https://t.co/cweH7eViJR 📍COD Shah Alam | Cheras  ✅Redeem coins ✅Choose freegift ✅Free shipping (shopee) ✅Fast delivery  ✅Loyalty card 15% off"
arfyraco,"If taktau nak beli apa boleh cuci mata dekat shopee kita hehe ada banyak local product alluskin, temyracle &amp; zarzou   Shop here  https://t.co/cweH7eViJR 📍COD Shah Alam | Cheras  ✅Redeem coins ✅Choose freegift ✅Free shipping (shopee) ✅Fast delivery  ✅Loyalty card 15% off"
zadira_id,"@JUALAN_BASE Hallo ka, Aku buka jasa cetak foto original polaroid by instax film cuma 8ribuan/foto, bisa lewat shopee.   https://t.co/PlkUjFnyqR  Tanpa minimal order. Ada gratis ongkir dan bisa pilih pembayaran COD juga. Yuk order sekarang  https://t.co/kdcYr2ceW9"
ohsehuncart,🏷️: wts lfb ph obsession exo chen chanyeol sehun cod shopee
zadira_id,"@JUALAN_BASE Hallo ka, Aku buka jasa cetak foto original polaroid by instax film cuma 8ribuan/foto, bisa lewat shopee.   https://t.co/PlkUjFnyqR  Tanpa minimal order. Ada gratis ongkir dan bisa pilih pembayaran COD juga. Yuk order sekarang"
cnthywrdhn,@dewifasholi Shopee cod shopee cod... Baaayar kagak dibentak iye
danielshawarman,wts lfb onhand ph   SEALED ttt vol 1 - hoshi  970 each   payo or can cod thru shopee (with added fees)   hoshi kwon soonyoung the thirteen tapes pc photocard horanghae seventeen svt carat  https://t.co/a9hICSF4tg
jeonyeorls,wts lfb Jungkook Bang bang con premium photo  🐇 ph only 🐇 1200 (NEGO IF PAYO) + lsf 🐇 COD and shopee c/o is available 🐇 sealed and no dents  onhand and ready to ship asap!! just dm me&lt;3  💙 jungkook jk BTS seokjin wtb lfs yoongi hoseok taehyung jimin namjoon merch tour prepo
ewmut,"tolonglah apusin aja tuh sistem cod shopee, bikin repot doang. dia yg pesen w yg repot asu"
dsun2myhoon,"WTS/LFB  Jay Exclusive card  P400 + LSF  DOP: 2days reservation MOD: GGX thru Shopee MOP: Gcash and Unionbank  Can do shopee checkout, COD but the price is P450 + LSF  https://t.co/eD7y9aS9pk"
rahasiakelamin,"Obat Asam Urat HERBAL BELI SEKARANG BISA COD:  ✍ AGEN:  https://t.co/1vA9WTl4En  ☀ TOKOPEDIA:  https://t.co/0psY6nKgag  ☀ SHOPEE:  https://t.co/PHngJUvFLV  ☀ WHATSAPP/WA:  https://t.co/7lyp3BIlPn ☎ 081555362333  Nyeri yang diakibatkan asam urat memang sungguh menyiksa, biasa…  https://t.co/DRR6c4ABa0"
hannarixiesph,"may nag cancel ng order nila, so all members are available for special pc set. 150 each if not cod via shopee, 165 if cod. arrival is either today or tomorrow."
marrahcreations,Pre-order SG Square Pillows now!  📝Pre-Order Form:   https://t.co/YPSpJE0lvr 🏬Shopee (COD Items)  https://t.co/aVSZ16U6Hd  🌐 Item Catalog:  https://t.co/bi1mPY5x65  #SarahGeronimo #MarrahCreations_SARAHG  https://t.co/a2cXOD9ncT
kthjjks_,"wts lfb ph only   bts winter package 2021   hobi pc — P1500 jimin 6 film cut (sealed) — P800 both — P2100  prio takers for both 💜💜  mod: shopee, sdd, lbc, etc. mop: cod, bdo, gcash &amp; paymaya  🏷bts wp21 winpack hobi jhope hoseok jimin jm photocard ph pls help rt  https://t.co/5MNpx1fyHS"
marrahjanine,Pre-order SG Square Pillows now! 📝Pre-Order Form:   https://t.co/D9C11neTzf 🏬Shopee (COD Items)  https://t.co/DgEFQSfvRc  🌐 Item Catalog:  https://t.co/DeXGB4IikE  #SarahGeronimo #MarrahCreations_SARAHG  https://t.co/b61HwNVfPx
iniapanibabyke,hi anyone knows kedai phone yg buat cod i nak beli screen protector dgn casing malas tunggu shopee 🥺
eshoptwinkl,Who is interested? Wts lfb onhand ph only🇵🇭Printed PC‼️ 780💸 IZONE one reeler set album unsealed Cod✅Shopee Checkout✅ Pm me for more info and issues‼️ Tags sakura minju hyewon eunbi chaewon chaeyeon hitomi yena yuri wonyoung yujin nako izone one reeler panorama #IZONE生写真 💖  https://t.co/jezckKixDH
naemsaesae,"BTS MAP OF THE SOUL 7 VERSION 3 OT7 OFFICIAL PHOTOCARD🖤 - perfect condition ✨  mop: COD - P530 (thru shopee checkout)  just dm me if you're interested,, thank you!!🤍  help me to retwt pls. thank uuu #bts #btsmots #mots7 #photocard  https://t.co/GBO2V6B9qf"
bibiskyu,"Wts / Lfb / IC  Rose R album POB. Not collecting POB cards po. 300 (paubos sale) set po, COD available via shopee. If anyone interested dm me ☺️  Tags blackpink kpop otg photocard jennie lisa jisoo rose sale   Pa rt po @blackpinkphgos thanks po  https://t.co/RDMj9UZFfw"
czardinas_,@nellavill wala bang mahilig magpa shopee delivery don na cod?
pijatsofa,kenapa shopee tidak bisa cod
crunchypuchong,@softiehoonie Hi awak! Dah cuba yang ni? 🤩  Kita ada jual mouthgasm crunchy tau! Boleh COD area Puchong tapi jangan risau kita pun ada shopee 🥰 boleh visit shopee kita untuk order ! Thankyou 😍  https://t.co/gUYqQHzCj0  https://t.co/xGgdlB3IR6  https://t.co/Xud61xFi18
crunchypuchong,@nuryassmien Hi awak!  Kita ada jual mouthgasm crunchy tau! Lain drpd lain sebab ada mocha and macchiato😍 Boleh COD area Puchong tapi jangan risau kita pun ada shopee 🥰 boleh visit shopee kita untuk order ! Thankyou 😍  https://t.co/gUYqQHzCj0  https://t.co/xGgdlB3IR6  https://t.co/GEEENHGjou
zarinashriq,Since lockdown ni tak boleh COD. So alternative lain boleh order through shopee  https://t.co/BsXfpSLa9Y . Kita akan terus post ke rumah anda. TQ yg support 🙏🏽✨  https://t.co/7qFuVtJkeE
dongbeokki,"WTS/LFB  ✨ Blackpink The Album Unsealed (Version 4)  ♡ INCLUSIONS: PB, CD, Lyric Paper   💵 Php 500   MOP: Gcash, BDO, COD, Shopeepay MOD: J&amp;T, Shopee checkout  ✨ OFFICIAL and PRELOVED ✨ From collection. Letting go of my BP merch.   ✨ Message me for more questions! ❤  https://t.co/ncXFWZvb6R"
waqkanda,shopee cod shopee cod bayar langsung di blok
loeymart,📌 #LOEYMART_OH onhand wts ph  KIM SEON HO / SEONHO / KIMSEONHO — ELLE Singapore Magazine May 2021 Issue  💸 Php8OO +LSF ❗️ Shipped from KR via EMS ⭕️ COD available via Shopee 💌 Please send a DM to INQUIRE/order  https://t.co/hXW8pCv0Ih
aqilahanannn,"@faizulsuermann Thank youuu  Mouthgasm Crunchy RM15.90 PretzeLoo rm14 Nz Crunchies RM9.90  Meh cuci mata kat shopee kami  https://t.co/Amm55F2PQd  COD available area kepala batas, penang  https://t.co/7yITbUMF0w"
keopistudio,"hi~, do u guys do cod or through gcash or smth¿ and until when po yung sa tote bag with jun's cat drawings 🥺? — hello! we do accept cod via shopee. pre-order period for jun's cat tote is already done po. pero we will restock po s…  https://t.co/wdGt6FGyoB"
shineseungwan,@GOLDENDAYPH Hello pwede po ba mag shopee pay instead of COD kapag shopee checkout po pinili?
chanswone,"WTT/LFT WTS/LFB  ✨ Stray Kids Yellow Wood Photocards (Felix &amp; Changbin)  ✨ Up for TRADE ♡ HAVE: Felix &amp; Changbin  ♡ WANT: Chan counterpart (any version)  ✨ Can also be SOLD  💵 Php 200 EACH  💵 Php 350 SET  MOP: Gcash, BDO, COD, Shopeepay MOD: J&amp;T, Shopee checkout  https://t.co/1NFOtT5IKL"
yslnly,may free sf ngayon sa shopee!! pwede COD no min spend!! daliiii
appleblcssom,@captdaylexyz iklan shopee cod di youtube
1314august,"@ShopeeID Shopee juga semangat, supaya bisa kasih akun saya gratis ongkir cod hehe 😍😍"
aqilahanannn,"@zayanimohd Haiii pika.  Thank youuuu  Mouthgasm Crunchy RM15.90 PretzeLoo rm14 Nz Crunchies RM9.90  Meh cuci mata kat shopee kami  https://t.co/Amm55F2PQd  COD area kepala batas, penang  https://t.co/Q2WQbwHkA7"
drwnurly,Masi anget  Masi anget  Ready lagi niicchh Diet kuningnya Siapa cepat dia dapat yaa Buruan orderr  Wa: 085749609911 Shopee bisa Cod bisa Kirim bisa Luar dan dalam negeri @ Jl_raya Susukan Bojong Gede  https://t.co/dGL3Eybfmg
tokkipil,Update:  ❌Hilac pc ✅Bylac pc P400 mop : shopee/cod  Mint condition Cardsleeves are included With freebies Secured packaging  ◡̈ wts lfb lf wtb lfs lilac hilac bylac pc iu lee jieun album poca ph  https://t.co/3jIzw65xrN
daisycias,shopee cod shopee cod
grfz_,@bintangemon bi ngajak gelud gini @Shopeecod_id
frsyhmsh,@ketengahketepi Terima kasih 🥰. Hi guys!!! Saya ada jual spicy salted egg cornflakes dan chocojar. 💯 saya buat sendiri. Boleh postage dan cod (klang&amp;shah alam).Berminat boleh ws  https://t.co/pXfp5XJFvG Nak free shipping boler order di shopee  https://t.co/w2oWmSIvuP  https://t.co/hSyl0JI492
starliight_ph,Hello Twinkies! Sa mga gusto mag shopee check-0ut and COD (for onhand items only) you can check out na po.  ‼️NOTE: Before checking out dm us first on shopee your list of orders  po and your USERNAME. ‼️ALSO FOR COD +2% of ur total payment po. Fixed napo sa link Thankyouu!
wmbcustoms,TRUTH &amp; JUSTICE ONLY BY THE LAW ⚖️  Law School (Kdrama) Shirts &amp; Hoodies are now available for order! 😊 COD via Shopee &amp; Lazada 🛍️ Shopee:  https://t.co/AJufeKRx36 🛍️ Lazada:  https://t.co/DZYTFV8F37  #lawschool #kdrama #kimbum #drama #merch #shirts #tees #hoodie  https://t.co/44Lelq8A9G
twice_tzupreme,"✨ SELLING ✨  MOP:GCash, Shopee COD MOD: Shopee, ggx  One week reservation for onhands"
azbeautynest,Mulakan first day of PKP with panic restock. Sangat nervous sebab mostly customer I orang Melaka (COD). 🤧  If anyone nak Zarzou &amp; Kayman products can head over to my Shopee or just WhatsApp me!   https://t.co/VfIBFdwFLc
aceyaelf,wts  pc jeno cafe[GOOD CONDI] offer  album chillin w/fp haechan 100k ‼️pc jeno cafe not on hand ✅co shopee/manual/cod[daerah madiun&amp;magetan] ✅keep event 25.6/keep tentuin tanggal sendiri ‼️karna keep gapake dp diharap jangan ada yang hnr🥺
fouroclock1604,Comment MINE + MEMBER/UNIT 💜 = YOURS  💳 MOP — BDO — GCASH  🚚 MOD — JRS ❌ SHOPEE C/O ❌ COD
queenielisa2,WTS/LFB  The Album POB Poster and Ticket Set   •Jennie Poster and White Ticket •Lisa Poster and White Ticket ~Php 200 each set + LSF ~On-hand ~Can do Shopee C/O but will add Php 10 to the price  🏷️ blackpink onhand ph lisa jennie jisoo rosé pob the album poster ticket cod  https://t.co/jBvAH2vFnZ
erniiothman,"Help to RT 🙏🏻 mana tahu salah sorang dari korang rt ni ada yang place order. I ada jual skincare Bieanne Beauty &amp; skinDutti. Selain tu i jual body scrub, eyeliner, Krasy cookies 🥰  Free shipping Free gift Loyalty card Cod Kuantan Shopee: shoppingwitherni   https://t.co/dIhVoHDG8J  https://t.co/qsrz91fDNX"
mmichyeoganee,"I'm selling [ON-HAND | SEALED | COD] Rosé - First Single Album -R- for ₱950 - ₱1,280. Get it on Shopee now!  https://t.co/O78vu8Jo0P #ShopeePH  https://t.co/HDcDCR2AkX"
mmichyeoganee,"I'm selling [FULL COD | FAST ETA | UPS] EXO - Special Album [DON’T FIGHT THE FEELING] for ₱980 - ₱1,160. Get it on Shopee now!  https://t.co/2WkGVSdk3r #ShopeePH  https://t.co/xWJUUy9rtK"
mmichyeoganee,"I'm selling [COD | FAST ETA UPS] BamBam 1st Mini Album [riBBon] for ₱1,150. Get it on Shopee now!  https://t.co/uzKU47Ov0q #ShopeePH  https://t.co/xA4N036eGm"
cocoretto_,@bagusnino69 shopee cod om
minayeon241,WTS/LFB  Help rt  Prices are already indicated in the pic  No unboxing video no refund   🚫 COD 💸 gcash 📦 shopee checkout   Tags: Twice Nayeon Jeongyeon Momo Sana Jihyo Mina Dahyun Chaeyoung Tzuyu  https://t.co/A6pyzCqKhJ
minayeon241,WTS/LFB  Help rt  Prices are already indicated in the pic  No unboxing video no refund   🚫 COD 💸 gcash 📦 shopee checkout   Tags: Blackpink Jisoo Jennie Rosé Lisa  https://t.co/ZMMk9u48t5
pengminari24,WTS/LFB  Help rt  Prices are already indicated in the pic  No unboxing video no refund   🚫 COD 💸 gcash 📦 shopee checkout   Tags: Blackpink Jisoo Jennie Rosé Lisa  https://t.co/C4n0Z0Kcfh
